0.000000	4.000000	140.814589	4.066876	5.819915e-01	2.542242e-02	4.472485e+02	4.021124e-02	
0.000000	8.000000	139.208734	83.665558	4.490641e-01	3.610147e-02	4.470660e+02	2.630693e-02	
0.000000	12.000000	134.554144	2.955771	5.216864e-01	2.198415e-02	4.474608e+02	3.648116e-02	
0.000000	16.000000	134.557649	2.969175	5.298270e-01	2.327122e-02	4.476008e+02	3.661408e-02	
0.000000	20.000000	132.865170	9.588842	5.473772e-01	4.039479e-02	4.479547e+02	3.791206e-02	
0.000000	24.000000	128.694179	2.343054	5.579867e-01	3.388703e-02	4.478477e+02	3.769872e-02	
0.000000	28.000000	128.308697	1.978701	5.907025e-01	3.550234e-02	4.478192e+02	4.098384e-02	
0.000000	32.000000	128.288662	1.776587	5.629161e-01	2.875566e-02	4.479054e+02	3.897176e-02	
0.000000	36.000000	129.540838	144.966221	5.122051e-01	2.805701e-02	4.482096e+02	3.347882e-02	
0.000000	40.000000	134.568073	1.284453	4.866002e-01	1.966166e-02	4.484217e+02	3.514675e-02	
0.000000	44.000000	139.247225	698.007513	5.004015e-01	2.299187e-02	4.483130e+02	3.483395e-02	
0.000000	48.000000	147.059136	42.902015	4.712427e-01	3.190661e-02	4.480843e+02	2.874171e-02	
0.000000	52.000000	164.811459	487.588628	5.433262e-01	2.484564e-02	4.466229e+02	3.723638e-02	
0.000000	56.000000	165.795201	23.263228	5.245369e-01	2.949875e-02	4.431125e+02	3.344102e-02	
0.000000	60.000000	157.106068	6.243378	5.794661e-01	2.855546e-02	4.364491e+02	3.926754e-02	
4.000000	0.000000	147.045150	9.446698	5.447603e-01	3.033082e-02	4.309922e+02	3.568150e-02	
4.000000	4.000000	140.811859	2.944174	5.508346e-01	3.011882e-02	4.472331e+02	3.642624e-02	
4.000000	8.000000	140.802202	4.977021	4.690746e-01	3.652312e-02	4.469674e+02	2.914875e-02	
4.000000	12.000000	139.101231	71.548399	6.025158e-01	3.098692e-02	4.471074e+02	3.957370e-02	
4.000000	16.000000	134.546130	1.964590	5.755238e-01	2.615610e-02	4.476905e+02	3.855898e-02	
4.000000	20.000000	134.557905	2.183223	5.684796e-01	2.859372e-02	4.478450e+02	4.633601e-02	
4.000000	24.000000	133.603639	98.371987	5.479802e-01	2.618082e-02	4.478242e+02	3.747464e-02	
4.000000	28.000000	132.040067	138.579377	5.940913e-01	2.551325e-02	4.477232e+02	4.108725e-02	
4.000000	32.000000	131.813119	239.296942	5.579867e-01	3.388703e-02	4.478477e+02	3.769872e-02	
4.000000	36.000000	133.382161	1.466379	4.767110e-01	3.498507e-02	4.480113e+02	3.016957e-02	
4.000000	40.000000	134.557849	187.084609	5.445087e-01	2.555681e-02	4.483485e+02	3.727152e-02	
4.000000	44.000000	140.804962	1.465545	5.301452e-01	3.201355e-02	4.481189e+02	3.436654e-02	
4.000000	48.000000	147.055359	1.996546	4.699741e-01	3.450441e-02	4.480156e+02	2.854249e-02	
4.000000	52.000000	165.803047	7.878252	5.557367e-01	2.628303e-02	4.464020e+02	3.766073e-02	
4.000000	56.000000	172.060326	4.948356	6.804147e-01	4.401994e-02	4.436894e+02	4.917953e-02	
4.000000	60.000000	159.575881	5.122709	5.978178e-01	2.896925e-02	4.372804e+02	3.974261e-02	
8.000000	0.000000	147.051750	4.892642	5.708639e-01	3.632699e-02	4.311248e+02	3.925205e-02	
8.000000	4.000000	142.104992	7.182121	5.749551e-01	2.950424e-02	4.469436e+02	3.727072e-02	
8.000000	8.000000	140.807947	3.807731	5.333436e-01	2.594891e-02	4.467472e+02	3.552555e-02	
8.000000	12.000000	140.809198	3.739037	5.978662e-01	2.893147e-02	4.468792e+02	4.044695e-02	
8.000000	16.000000	136.007202	83.160609	5.771817e-01	2.673452e-02	4.473534e+02	3.876394e-02	
8.000000	20.000000	134.546141	148.793425	5.375135e-01	2.327433e-02	4.475333e+02	3.706561e-02	
8.000000	24.000000	134.550339	2.356681	5.981159e-01	3.903892e-02	4.478779e+02	4.276329e-02	
8.000000	28.000000	134.557911	1.794234	5.627136e-01	2.561652e-02	4.477861e+02	3.844191e-02	
8.000000	32.000000	134.571523	1.682941	5.207117e-01	3.383329e-02	4.481084e+02	3.421186e-02	
8.000000	36.000000	134.561084	2.007687	5.346747e-01	2.897383e-02	4.481219e+02	3.436508e-02	
8.000000	40.000000	134.546555	1.625049	5.169480e-01	2.169046e-02	4.484458e+02	3.625653e-02	
8.000000	44.000000	140.796057	19.078277	5.528378e-01	2.559905e-02	4.483658e+02	3.727435e-02	
8.000000	48.000000	147.642788	2.699109	5.174292e-01	2.636964e-02	4.482155e+02	3.411618e-02	
8.000000	52.000000	165.803345	5.701319	6.145552e-01	3.582645e-02	4.467516e+02	4.291900e-02	
8.000000	56.000000	173.330325	923.314144	5.292482e-01	2.721705e-02	4.442453e+02	3.494752e-02	
8.000000	60.000000	165.836778	6.236332	5.481513e-01	3.210575e-02	4.381747e+02	3.621768e-02	
12.000000	0.000000	153.295153	5.668161	5.471110e-01	2.601030e-02	4.312167e+02	3.656890e-02	
12.000000	4.000000	147.055566	4.290742	6.025900e-01	3.074108e-02	4.469764e+02	3.955137e-02	
12.000000	8.000000	145.088780	179.443855	5.454806e-01	2.604995e-02	4.468115e+02	3.668882e-02	
