0.000000	4.000000	170.157082	907.790981	6.261504e-01	3.211324e-02	2.043021e+02	4.173282e-02	
0.000000	8.000000	167.099203	417.229853	5.604706e-01	2.799893e-02	2.041420e+02	3.684463e-02	
0.000000	12.000000	164.975205	9.142158	6.362749e-01	3.166387e-02	2.039826e+02	4.200545e-02	
0.000000	16.000000	161.147719	58.273831	6.035250e-01	3.401742e-02	2.041475e+02	4.080354e-02	
0.000000	20.000000	159.557827	4.949853	5.464844e-01	2.423973e-02	2.044667e+02	3.769491e-02	
0.000000	24.000000	159.543422	49.674695	5.870912e-01	3.089440e-02	2.046922e+02	4.017069e-02	
0.000000	28.000000	159.555674	4.875914	6.234515e-01	3.609174e-02	2.047193e+02	4.356822e-02	
0.000000	32.000000	159.535195	19.433465	5.646358e-01	2.830000e-02	2.047072e+02	3.760266e-02	
0.000000	36.000000	159.535162	106.956255	5.790298e-01	3.043285e-02	2.049013e+02	4.414553e-02	
0.000000	40.000000	163.545001	228.061918	5.918196e-01	3.131057e-02	2.050264e+02	3.949827e-02	
0.000000	44.000000	167.070874	410.046085	5.759657e-01	3.041537e-02	2.050129e+02	3.783526e-02	
0.000000	48.000000	177.286847	2.031979	6.273917e-01	2.610476e-02	2.046696e+02	4.466414e-02	
0.000000	52.000000	191.170454	3.205981	5.551035e-01	3.236760e-02	2.039489e+02	4.220123e-02	
0.000000	56.000000	214.080690	54.948253	6.414514e-01	3.683330e-02	2.016523e+02	4.444281e-02	
0.000000	60.000000	209.555628	8.590393	6.198865e-01	3.298241e-02	1.974434e+02	4.260764e-02	
4.000000	0.000000	197.049709	12.320979	6.156065e-01	3.103652e-02	1.923776e+02	4.116766e-02	
4.000000	4.000000	172.049026	42.284315	6.895683e-01	4.075904e-02	2.043269e+02	4.670244e-02	
4.000000	8.000000	170.306611	220.510240	6.102182e-01	3.109533e-02	2.039873e+02	4.079681e-02	
4.000000	12.000000	166.162632	5.341025	6.251617e-01	3.083072e-02	2.038789e+02	4.123299e-02	
4.000000	16.000000	164.804444	6.648714	5.888510e-01	2.891628e-02	2.041362e+02	3.880707e-02	
